industry,title,description,skills_required,education_requirement,responsibilities
Hospitality,Hotel Manager,Hotel Manager is a role in hospitality industry responsible for performing various specialized tasks.,"['Customer Service', 'Reservations', 'Team Management', 'Hospitality Systems', 'Crisis Resolution']",Bachelor's in Arboriculturist,"Iterate value-added partnerships, Engineer revolutionary web services, Disintermediate virtual functionalities"
Construction,Mason,Mason is a role in construction industry responsible for performing various specialized tasks.,"['Special effects artist', 'Child psychotherapist', 'Scientist, product/process development', 'Magazine features editor', 'Legal secretary']",Bachelor's in Animator,"Embrace out-of-the-box infrastructures, Architect b2c partnerships, Disintermediate end-to-end channels"
Legal,Public Defender,Public Defender is a role in legal industry responsible for performing various specialized tasks.,"['Systems developer', 'Broadcast engineer', 'Product manager', 'Nature conservation officer', 'Fashion designer']",Bachelor's in maintenance,"Aggregate revolutionary methodologies, Revolutionize back-end infrastructures, E-enable turn-key niches"
Agriculture,Irrigation Specialist,Irrigation Specialist is a role in agriculture industry responsible for performing various specialized tasks.,"['Doctor, hospital', 'Counselling psychologist', 'Clinical molecular geneticist', 'Systems analyst', 'Art therapist']",Bachelor's in manager,"Reinvent front-end metrics, Whiteboard interactive users, Engineer global functionalities"
Healthcare,Pharmacist,Pharmacist is a role in healthcare industry responsible for performing various specialized tasks.,"['Surveyor, building control', 'Health and safety inspector', 'Scientist, biomedical', 'Horticultural consultant', 'Musician']",Bachelor's in worker,"Utilize turn-key communities, Target sticky e-commerce, Generate collaborative schemas"
Legal,Corporate Lawyer,Corporate Lawyer is a role in legal industry responsible for performing various specialized tasks.,"['Nurse, learning disability', 'Restaurant manager, fast food', 'Conservator, museum/gallery', 'Systems developer', 'Tour manager']",Bachelor's in Interpreter,"Orchestrate frictionless mindshare, Synergize cross-platform roi, Optimize viral eyeballs"
Healthcare,Pharmacist,Pharmacist is a role in healthcare industry responsible for performing various specialized tasks.,"['Surgeon', 'Embryologist, clinical', 'Tax adviser', 'Immunologist', 'Librarian, public']",Bachelor's in petroleum,"Facilitate value-added e-business, Re-intermediate 24/365 technologies, Architect magnetic e-markets"
Education,Librarian,Librarian is a role in education industry responsible for performing various specialized tasks.,"['Secretary, company', 'Equities trader', 'Nurse, mental health', 'Financial adviser', 'Accountant, chartered certified']",Bachelor's in sub,"Empower web-enabled platforms, Disintermediate killer eyeballs, Mesh open-source paradigms"
Technology,Cloud Architect,Cloud Architect is a role in technology industry responsible for performing various specialized tasks.,"['Outdoor activities/education manager', 'Senior tax professional/tax inspector', 'Teaching laboratory technician', 'Furniture designer', 'Horticulturist, commercial']",Bachelor's in education,"Extend transparent functionalities, Embrace efficient supply-chains, Deliver bleeding-edge convergence"
Construction,Construction Manager,Construction Manager is a role in construction industry responsible for performing various specialized tasks.,"['Blueprint Reading', 'Safety Standards', 'Scheduling', 'Project Oversight', 'Leadership']",Bachelor's in land,"Implement killer vortals, Grow virtual technologies, Seize enterprise action-items"
Art & Design,UX Designer,UX Designer is a role in art & design industry responsible for performing various specialized tasks.,"['Petroleum engineer', 'Psychologist, occupational', 'Charity officer', 'Phytotherapist', 'Armed forces training and education officer']",Bachelor's in officer,"Optimize dynamic partnerships, Brand interactive channels, Mesh rich platforms"
Art & Design,Graphic Designer,Graphic Designer is a role in art & design industry responsible for performing various specialized tasks.,"['Adobe Photoshop', 'Illustrator', 'Typography', 'UI Design', 'Creativity']",Bachelor's in officer,"Cultivate 24/365 roi, Utilize sticky solutions, Seize customized channels"
Marketing,Product Marketing Manager,Product Marketing Manager is a role in marketing industry responsible for performing various specialized tasks.,"['Restaurant manager', 'Research scientist (life sciences)', 'Designer, jewellery', 'Museum/gallery conservator', 'Market researcher']",Bachelor's in Optometrist,"Exploit next-generation mindshare, Aggregate integrated markets, Mesh collaborative roi"
Education,Professor,Professor is a role in education industry responsible for performing various specialized tasks.,"['Meteorologist', 'Designer, furniture', 'Agricultural engineer', 'IT technical support officer', 'Medical technical officer']",Bachelor's in processor,"Brand strategic vortals, Strategize 24/365 methodologies, Embrace impactful methodologies"
Agriculture,Irrigation Specialist,Irrigation Specialist is a role in agriculture industry responsible for performing various specialized tasks.,"['Cartographer', 'Environmental health practitioner', 'IT trainer', 'Psychotherapist', 'Mudlogger']",Bachelor's in manager,"Empower b2b web-readiness, Leverage e-business web services, Scale end-to-end experiences"
Hospitality,Tour Guide,Tour Guide is a role in hospitality industry responsible for performing various specialized tasks.,"['Water quality scientist', 'Textile designer', 'Museum/gallery exhibitions officer', 'Communications engineer', 'Field trials officer']",Bachelor's in manager,"Syndicate distributed methodologies, Generate value-added experiences, Redefine e-business mindshare"
Engineering,Mechanical Engineer,Mechanical Engineer is a role in engineering industry responsible for performing various specialized tasks.,"['AutoCAD', 'MATLAB', 'Thermodynamics', 'SolidWorks', 'Problem Solving']",Bachelor's in production,"Deliver leading-edge e-tailers, Mesh magnetic eyeballs, Repurpose holistic e-business"
Education,Professor,Professor is a role in education industry responsible for performing various specialized tasks.,"['Bookseller', 'Psychiatric nurse', 'Interpreter', 'Facilities manager', 'Administrator']",Bachelor's in developer,"Target next-generation mindshare, Morph world-class supply-chains, Leverage real-time solutions"
Education,Academic Advisor,Academic Advisor is a role in education industry responsible for performing various specialized tasks.,"['Writer', 'Health and safety adviser', 'Minerals surveyor', 'Catering manager', 'Nature conservation officer']",Bachelor's in commercial,"Streamline plug-and-play partnerships, Optimize next-generation action-items, Transform visionary niches"
Legal,Paralegal,Paralegal is a role in legal industry responsible for performing various specialized tasks.,"['Legal Writing', 'Case Research', 'Legal Filing', 'Documentation', 'Attention to Detail']",Bachelor's in quality,"Innovate viral systems, Transition scalable experiences, Incubate seamless e-services"
Engineering,Mechanical Engineer,Mechanical Engineer is a role in engineering industry responsible for performing various specialized tasks.,"['AutoCAD', 'MATLAB', 'Thermodynamics', 'SolidWorks', 'Problem Solving']",Bachelor's in agent,"Exploit e-business channels, Exploit innovative channels, Evolve granular bandwidth"
Agriculture,Farm Manager,Farm Manager is a role in agriculture industry responsible for performing various specialized tasks.,"['Medical illustrator', 'Geologist, engineering', 'Engineer, production', 'Investment banker, corporate', 'Investment analyst']",Bachelor's in Arboriculturist,"Transform scalable roi, Expedite intuitive e-tailers, Maximize extensible paradigms"
Finance,Investment Banker,Investment Banker is a role in finance industry responsible for performing various specialized tasks.,"['Trading standards officer', 'Dealer', 'Buyer, retail', 'Hydrogeologist', 'Graphic designer']",Bachelor's in party,"Brand holistic e-business, Target leading-edge networks, Syndicate strategic web-readiness"
Marketing,Marketing Specialist,Marketing Specialist is a role in marketing industry responsible for performing various specialized tasks.,"['SEO', 'Email Marketing', 'Google Analytics', 'Branding', 'Campaign Execution']",Bachelor's in geologist,"Optimize wireless networks, Expedite wireless action-items, Matrix 24/365 mindshare"
Engineering,Civil Engineer,Civil Engineer is a role in engineering industry responsible for performing various specialized tasks.,"['Oceanographer', 'Building surveyor', 'Research officer, trade union', 'Investment banker, operational', 'Librarian, public']",Bachelor's in executive,"Deliver real-time technologies, Deliver distributed vortals, Generate 24/365 infrastructures"
Construction,Plumber,Plumber is a role in construction industry responsible for performing various specialized tasks.,"['Administrator, charities/voluntary organisations', 'Land/geomatics surveyor', 'Geophysicist/field seismologist', 'Drilling engineer', 'Immigration officer']",Bachelor's in coach,"Enable virtual networks, Architect out-of-the-box technologies, Deliver world-class functionalities"
